央视频道,#genre#
第15集 斗法降三怪,https://cn-hnzz-cm-01-16.bilivideo.com/upgcxcode/17/98/1062379817/1062379817-1-208.mp4?e=ig8euxZM2rNcNbh1nwdVhwdlhzR3hwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558235&gen=playurlv2&os=bcache&oi=999925353&trid=0000ab210963a63e46dfa00d90927890cfb2T&mid=1714833199&platform=html5&og=hw&upsig=725882e28c2ead019a1366d7248f629b&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=40051&bvc=vod&nettype=0&bw=318495&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第16集 趣经女儿国,https://cn-hbwh-cm-01-05.bilivideo.com/upgcxcode/72/35/1070803572/1070803572-1-208.mp4?e=ig8euxZM2rNcNbhMhWdVhwdlhzK1hwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558236&gen=playurlv2&os=bcache&oi=999925353&trid=00007337d6dcbde34ff98371d3365680064eT&mid=1714833199&platform=html5&og=cos&upsig=c8bd8f4034d6b811ed1891bf0a6de3ba&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=10201&bvc=vod&nettype=0&bw=341399&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第17集 三调芭蕉扇,https://upos-sz-mirrorcos.bilivideo.com/upgcxcode/41/12/832631241/832631241-1-208.mp4?e=ig8euxZM2rNcNbhB7zdVhwdlhzUahwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735559035&gen=playurlv2&os=cosbv&oi=999925353&trid=3dff536ff7ef47178729b527f68e1b4cT&mid=1714833199&platform=html5&og=cos&upsig=cdd3167d7e48fdd0bc346bce2aa6cc66&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=357457&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第18集 扫塔辨奇冤,https://cn-sdjn-cm-02-07.bilivideo.com/upgcxcode/32/96/1064469632/1064469632-1-208.mp4?e=ig8euxZM2rNcNbNH7wdVhwdlhbeMhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558237&gen=playurlv2&os=bcache&oi=999925353&trid=0000c7d9a157c1f64e68b3b4913b6a74d7acT&mid=1714833199&platform=html5&og=cos&upsig=cfece9baac25549797899e326edc1ec0&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=6617&bvc=vod&nettype=0&bw=294684&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第19集 误入小雷音,https://cn-hbsjz-cm-02-09.bilivideo.com/upgcxcode/30/10/1063841030/1063841030-1-208.mp4?e=ig8euxZM2rNcNbhVhzdVhwdlhzdzhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558237&gen=playurlv2&os=bcache&oi=999925353&trid=000052862cbd4b834dbabf054189c5786293T&mid=1714833199&platform=html5&og=hw&upsig=b5308bc171a19a6e279f78ef63aebde2&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=11152&bvc=vod&nettype=0&bw=303044&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第20集 孙猴巧行医,https://cn-zjhz-cm-01-17.bilivideo.com/upgcxcode/27/62/1065326227/1065326227-1-208.mp4?e=ig8euxZM2rNcNbhMhzdVhwdlhzKzhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558238&gen=playurlv2&os=bcache&oi=999925353&trid=0000d8e012ddf35d445aa438bcda0cef242bT&mid=1714833199&platform=html5&og=hw&upsig=2132f30e3e77eeb911b11c3bd56a6e56&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=5162&bvc=vod&nettype=0&bw=343482&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第21集 错坠盘丝洞,https://cn-zjhz-cm-01-28.bilivideo.com/upgcxcode/23/00/1073110023/1073110023-1-208.mp4?e=ig8euxZM2rNcNbhMhWdVhwdlhzK1hwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558239&gen=playurlv2&os=bcache&oi=999925353&trid=0000c913aaf410304e31bf2e7e0320eaef32T&mid=1714833199&platform=html5&og=cos&upsig=f5826454916098f18a183a4b12185f89&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=13128&bvc=vod&nettype=0&bw=341059&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第22集 四探无底洞,https://upos-sz-mirror08c.bilivideo.com/upgcxcode/63/15/946671563/946671563-1-208.mp4?e=ig8euxZM2rNcNbhM7wdVhwdlhzKMhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735559109&gen=playurlv2&os=08cbv&oi=999925353&trid=1ae064bc74fd4c7b8f8e8e6b3cabdcffT&mid=1714833199&platform=html5&og=hw&upsig=55429f32ee44f7ae415ee364d3618dd6&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=344045&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第23集 传艺玉华洲,https://cn-hbwh-cm-01-13.bilivideo.com/upgcxcode/83/57/1064475783/1064475783-1-208.mp4?e=ig8euxZM2rNcNbh17bdVhwdlhzRjhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558240&gen=playurlv2&os=bcache&oi=999925353&trid=0000b87b94a5f52540988396bf6ed44662a9T&mid=1714833199&platform=html5&og=cos&upsig=367efdec86f8671d2cfbd5da7c75b73f&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=10209&bvc=vod&nettype=0&bw=316724&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第24集 天竺收玉兔,https://cn-lnsy-cm-01-04.bilivideo.com/upgcxcode/68/95/946859568/946859568-1-208.mp4?e=ig8euxZM2rNcNbhM7wdVhwdlhzKMhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735559110&gen=playurlv2&os=bcache&oi=999925353&trid=000037ed485ffa6d4378bbf4ba32902b9c13T&mid=1714833199&platform=html5&og=cos&upsig=2bc67d9a245b6cf5e742bab0decc4167&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=3245&bvc=vod&nettype=0&bw=344296&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第25集 波生极乐天,https://upos-sz-mirrorbd.bilivideo.com/upgcxcode/78/89/742708978/742708978-1-192.mp4?e=ig8euxZM2rNcNbNjhwdVhwdlhbTVhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735559748&gen=playurlv2&os=bdbv&oi=999925353&trid=525f0f25dda542638622f95b0eb3d92cT&mid=1714833199&platform=html5&og=hw&upsig=76254652b3f835062691e492c7839c79&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=260618&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第01集 险渡通天河,https://upos-sz-mirror08c.bilivideo.com/upgcxcode/41/03/493320341/493320341-1-208.mp4?e=ig8euxZM2rNcNbhV7zdVhwdlhzdahwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558240&gen=playurlv2&os=08cbv&oi=999925353&trid=714c2863706745ff8baa44c77a7b904dT&mid=1714833199&platform=html5&og=hw&upsig=cb0bc1dd151c35a5c69d3a2f27ac7006&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=307887&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第02集 师徒生二心,https://upos-sz-mirrorali.bilivideo.com/upgcxcode/48/03/493320348/493320348-1-208.mp4?e=ig8euxZM2rNcNbhz7WdVhwdlhzhBhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558241&gen=playurlv2&os=alibv&oi=999925353&trid=0c6c505b0edc4b56934baa0450c5ef95T&mid=1714833199&platform=html5&og=cos&upsig=ea982521d70ffd102f8a8cd150075704&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=335399&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第03集 真假美猴王,https://cn-gddg-cm-01-05.bilivideo.com/upgcxcode/51/03/493320351/493320351-1-208.mp4?e=ig8euxZM2rNcNbhBhbdVhwdlhzUghwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558242&gen=playurlv2&os=bcache&oi=999925353&trid=0000153883c824d840c7833326f3b579db1eT&mid=1714833199&platform=html5&og=hw&upsig=355d5372c26bc417bfc6ff64df945e09&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=2125&bvc=vod&nettype=0&bw=352955&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第04集 受阻狮驼岭,https://cn-hncs-cm-03-11.bilivideo.com/upgcxcode/86/85/1074808586/1074808586-1-208.mp4?e=ig8euxZM2rNcNbhz7WdVhwdlhzhBhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558243&gen=playurlv2&os=bcache&oi=999925353&trid=00001629f0c134af47b9b9c75977ff1a43a1T&mid=1714833199&platform=html5&og=hw&upsig=36cd454b6d0c8b01f7f99dd33592f3a8&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=65509&bvc=vod&nettype=0&bw=335595&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第05集 遇仙孔雀台,https://upos-sz-mirrorali.bilivideo.com/upgcxcode/75/04/260280475/260280475-1-16.mp4?e=ig8euxZM2rNcNbRVhwdVhwdlhWdVhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735559845&gen=playurlv2&os=alibv&oi=999925353&trid=ea69bb405ad24a569e7c451642064f7fT&mid=1714833199&platform=html5&og=cos&upsig=269b8f8899c946580db79782e7261fe9&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=46157&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第06集 如来收大鹏,https://cn-hbwh-cm-01-01.bilivideo.com/upgcxcode/75/03/493320375/493320375-1-208.mp4?e=ig8euxZM2rNcNbhM7bdVhwdlhzKjhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558244&gen=playurlv2&os=bcache&oi=999925353&trid=00009303f89d7cd14aafb2210849dfcd990dT&mid=1714833199&platform=html5&og=hw&upsig=21f222b77d714625efe07fe630d1801c&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=10197&bvc=vod&nettype=0&bw=346364&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第07集 情断黑水河,https://upos-sz-mirrorali.bilivideo.com/upgcxcode/11/85/947778511/947778511-1-208.mp4?e=ig8euxZM2rNcNbhzhwdVhwdlhzhVhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735559112&gen=playurlv2&os=alibv&oi=999925353&trid=94f11244489a4ac6bd3d6c5ff3c21af6T&mid=1714833199&platform=html5&og=cos&upsig=5a91c1eae15f9e0a3a824330bdd73c76&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=330451&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第08集 收伏青牛怪,https://upos-sz-mirror08c.bilivideo.com/upgcxcode/36/11/1076801136/1076801136-1-208.mp4?e=ig8euxZM2rNcNbh1nWdVhwdlhzRHhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558245&gen=playurlv2&os=08cbv&oi=999925353&trid=f8f5db683be34118b30e5cc85108c201T&mid=1714833199&platform=html5&og=hw&upsig=ebe5737a78597f3e2d8eeb3a3142b54e&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=319594&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第09集 祈雨凤仙郡,https://upos-sz-mirrorcos.bilivideo.com/upgcxcode/21/50/1081035021/1081035021-1-208.mp4?e=ig8euxZM2rNcNbN3nWdVhwdlhb4HhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558245&gen=playurlv2&os=cosbv&oi=999925353&trid=e253b1deae04460bb94b7a2e9dd44d19T&mid=1714833199&platform=html5&og=cos&upsig=f2bfcbafcf955a2e45eecef8ae8d35f8&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=289220&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第10集 大闹披香殿,https://upos-sz-mirror08c.bilivideo.com/upgcxcode/47/08/493430847/493430847-1-208.mp4?e=ig8euxZM2rNcNbh1hwdVhwdlhzRVhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558246&gen=playurlv2&os=08cbv&oi=999925353&trid=da23d5b22ff645c0a9d0c08782e2c5b6T&mid=1714833199&platform=html5&og=hw&upsig=cc709e3cb375b018bf4f4211744bb472&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=310952&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第11集 绝域变通途,https://cn-hbsjz-cm-02-03.bilivideo.com/upgcxcode/30/64/260846430/260846430-1-16.mp4?e=ig8euxZM2rNcNbRVhwdVhwdlhWdVhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735559850&gen=playurlv2&os=bcache&oi=999925353&trid=00001e5fc53b9f464c869c1eea702476d9f3T&mid=1714833199&platform=html5&og=cos&upsig=c04e18d292eea4d9148170aa15604572&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=11146&bvc=vod&nettype=0&bw=46187&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第12集 泪洒隐雾山,https://upos-sz-mirrorali.bilivideo.com/upgcxcode/54/08/493430854/493430854-1-208.mp4?e=ig8euxZM2rNcNbhBhbdVhwdlhzUghwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558247&gen=playurlv2&os=alibv&oi=999925353&trid=d049a8940b6a49c1a571516ebd1c9a86T&mid=1714833199&platform=html5&og=cos&upsig=49a9e40d311506dffd442dde4b4f71ba&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=352922&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第13集 救难小儿城,https://cn-hbsjz-cm-02-07.bilivideo.com/upgcxcode/47/98/1077039847/1077039847-1-208.mp4?e=ig8euxZM2rNcNbNahbdVhwdlhbughwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558247&gen=playurlv2&os=bcache&oi=999925353&trid=00002c5711293007420eb87317dafe681fb8T&mid=1714833199&platform=html5&og=cos&upsig=1d016a681e77aa78e37a4f278fb32e4f&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=11150&bvc=vod&nettype=0&bw=272346&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第14集 缉盗菩提域,https://upos-sz-mirrorcos.bilivideo.com/upgcxcode/02/04/1077040402/1077040402-1-208.mp4?e=ig8euxZM2rNcNbhVhWdVhwdlhzd1hwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558248&gen=playurlv2&os=cosbv&oi=999925353&trid=ead1c9201af74473a61a19e5aa629ac7T&mid=1714833199&platform=html5&og=cos&upsig=3386fdd26e586b8d14c9d4fed351ee16&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=301581&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第15集 还魂寇善人,https://upos-sz-mirror08c.bilivideo.com/upgcxcode/21/47/493444721/493444721-1-208.mp4?e=ig8euxZM2rNcNbhVnWdVhwdlhzdHhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558249&gen=playurlv2&os=08cbv&oi=999925353&trid=ae2488ae109e4ea7bfa847bea951c0daT&mid=1714833199&platform=html5&og=hw&upsig=db7ad3fd2c14aa423b049ab947704cd0&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&bvc=vod&nettype=0&bw=309688&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
第16集 观灯金平府,https://cn-hbwh-cm-01-05.bilivideo.com/upgcxcode/38/49/493534938/493534938-1-208.mp4?e=ig8euxZM2rNcNbhBhbdVhwdlhzUghwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1735558250&gen=playurlv2&os=bcache&oi=999925353&trid=0000f6fca52f5d9e452f999837f9ded26185T&mid=1714833199&platform=html5&og=cos&upsig=033bc6ed6fe198fb1dc0e98f1e67c12d&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform,og&cdnid=10201&bvc=vod&nettype=0&bw=352809&orderid=0,1&buvid=&build=0&mobi_app=&f=T_0_0&logo=80000000
